#{"t_start": 1781856978.2918658, "env_id": "CartPole-v1"}
r,l,t
133.0,133,272.08196
142.0,142,272.412959
148.0,148,272.771955
103.0,103,273.00896
127.0,127,273.333952
118.0,118,273.589959
185.0,185,274.100968
217.0,217,274.606958
116.0,116,274.876962
133.0,133,275.204967
203.0,203,275.698969
131.0,131,276.041961
200.0,200,276.479964
123.0,123,276.623952
126.0,126,276.824198
130.0,130,276.968278
124.0,124,277.108296
157.0,157,277.342859
131.0,131,277.539861
141.0,141,277.711571
113.0,113,277.841638
136.0,136,278.008641
101.0,101,278.113646
116.0,116,278.241642
129.0,129,278.483639
135.0,135,278.666642
134.0,134,278.895639
130.0,130,279.048641
134.0,134,279.282688
115.0,115,279.465683
128.0,128,279.766689
132.0,132,280.078688
170.0,170,280.551684
146.0,146,280.905688
144.0,144,281.307683
127.0,127,281.633697
169.0,169,282.087685
354.0,354,283.104684
148.0,148,283.523686
150.0,150,283.887696
154.0,154,284.327878
146.0,146,284.741878
180.0,180,285.167877
154.0,154,285.529878
210.0,210,286.046881
213.0,213,286.539877
177.0,177,286.944878
158.0,158,287.404644
157.0,157,287.81285
148.0,148,288.162836
160.0,160,288.558841
151.0,151,288.914834
148.0,148,289.263892
125.0,125,289.540899
134.0,134,289.850903
120.0,120,290.130898
138.0,138,290.491896
141.0,141,290.807899
137.0,137,291.139894
114.0,114,291.418892
121.0,121,291.723908
114.0,114,292.00304
122.0,122,292.302977
127.0,127,292.596559
170.0,170,293.031798
123.0,123,293.305365
217.0,217,293.896683
158.0,158,294.385027
141.0,141,294.745612
138.0,138,295.108366
147.0,147,295.444457
51.0,51,295.559833
110.0,110,295.842344
113.0,113,296.11947
111.0,111,296.399767
116.0,116,296.685691
46.0,46,296.790686
134.0,134,297.072688
135.0,135,297.381692
153.0,153,297.750702
152.0,152,298.125692
149.0,149,298.466692
148.0,148,298.794688
108.0,108,299.056687
48.0,48,299.175783
164.0,164,299.549785
108.0,108,299.777783
109.0,109,300.069776
111.0,111,300.334778
124.0,124,300.598783
123.0,123,300.891783
111.0,111,301.163779
115.0,115,301.425782
142.0,142,301.772511
36.0,36,301.871662
41.0,41,301.969351
22.0,22,302.027197
116.0,116,302.424474
38.0,38,302.559117
127.0,127,302.947124
30.0,30,303.017123
146.0,146,303.402123
59.0,59,303.534119
22.0,22,303.623122
23.0,23,303.684121
142.0,142,304.04212
104.0,104,304.294128
137.0,137,304.690123
101.0,101,304.929121
125.0,125,305.252125
34.0,34,305.314124
42.0,42,305.417127
32.0,32,305.50012
106.0,106,305.754126
130.0,130,306.074124
26.0,26,306.132123
23.0,23,306.188129
34.0,34,306.273117
151.0,151,306.617134
81.0,81,306.809128
27.0,27,306.869123
28.0,28,306.94212
130.0,130,307.243123
137.0,137,307.563124
133.0,133,307.874117
35.0,35,307.958123
26.0,26,308.006123
35.0,35,308.086122
29.0,29,308.170124
23.0,23,308.212124
138.0,138,308.517121
45.0,45,308.615133
132.0,132,308.924325
115.0,115,309.203974
27.0,27,309.269151
25.0,25,309.311935
120.0,120,309.628791
31.0,31,309.717456
30.0,30,309.782543
19.0,19,309.83479
117.0,117,310.112956
28.0,28,310.195061
18.0,18,310.230915
22.0,22,310.271975
111.0,111,310.585942
22.0,22,310.64124
42.0,42,310.741376
99.0,99,311.012401
27.0,27,311.071738
14.0,14,311.110238
25.0,25,311.160829
120.0,120,311.47198
26.0,26,311.545932
33.0,33,311.648059
16.0,16,311.70249
22.0,22,311.746278
18.0,18,311.793827
109.0,109,312.058803
30.0,30,312.131295
42.0,42,312.22892
97.0,97,312.490923
43.0,43,312.577925
22.0,22,312.636917
33.0,33,312.714925
25.0,25,312.789924
17.0,17,312.835923
18.0,18,312.877923
99.0,99,313.117919
22.0,22,313.196923
20.0,20,313.242921
22.0,22,313.305923
42.0,42,313.404923
20.0,20,313.455924
20.0,20,313.508917
39.0,39,313.596923
19.0,19,313.657926
22.0,22,313.708918
18.0,18,313.762925
26.0,26,313.817923
18.0,18,313.874926
21.0,21,313.931921
105.0,105,314.207923
20.0,20,314.249924
21.0,21,314.309933
22.0,22,314.363923
22.0,22,314.422926
125.0,125,314.766924
17.0,17,314.810925
19.0,19,314.883921
20.0,20,314.929924
17.0,17,314.976919
19.0,19,315.018919
17.0,17,315.05992
13.0,13,315.097924
100.0,100,315.329923
20.0,20,315.372923
18.0,18,315.432933
20.0,20,315.46792
16.0,16,315.499923
109.0,109,315.82101
25.0,25,315.902017
20.0,20,315.940118
16.0,16,315.970663
98.0,98,316.17878
20.0,20,316.227775
16.0,16,316.274783
20.0,20,316.31877
96.0,96,316.529775
21.0,21,316.602786
129.0,129,316.931168
16.0,16,316.971758
17.0,17,317.006364
118.0,118,317.346387
161.0,161,317.812074
21.0,21,317.858675
14.0,14,317.919935
14.0,14,317.968547
138.0,138,318.341392
20.0,20,318.393943
18.0,18,318.429994
18.0,18,318.502217
162.0,162,318.95891
22.0,22,319.010921
16.0,16,319.055912
21.0,21,319.101912
117.0,117,319.408988
108.0,108,319.662982
134.0,134,319.981979
142.0,142,320.321974
23.0,23,320.373981
14.0,14,320.419981
14.0,14,320.449987
22.0,22,320.504981
104.0,104,320.760985
45.0,45,320.857981
17.0,17,320.900976
103.0,103,321.122986
134.0,134,321.451981
36.0,36,321.521982
103.0,103,321.774985
104.0,104,322.025513
107.0,107,322.255512
110.0,110,322.516513
13.0,13,322.556512
111.0,111,322.803513
21.0,21,322.852513
25.0,25,322.916508
99.0,99,323.161513
91.0,91,323.376507
33.0,33,323.467514
16.0,16,323.506514
109.0,109,323.767513
41.0,41,323.864516
105.0,105,324.160512
18.0,18,324.201521
10.0,10,324.232516
109.0,109,324.490521
60.0,60,324.626513
16.0,16,324.677513
101.0,101,324.963509
16.0,16,325.001523
111.0,111,325.262512
12.0,12,325.288511
97.0,97,325.531513
30.0,30,325.600505
32.0,32,325.654505
26.0,26,325.725513
11.0,11,325.750511
13.0,13,325.794513
93.0,93,325.980524
33.0,33,326.068517
23.0,23,326.14852
16.0,16,326.190509
20.0,20,326.226516
15.0,15,326.265509
170.0,170,326.642516
29.0,29,326.720513
18.0,18,326.75251
15.0,15,326.786513
11.0,11,326.810512
116.0,116,327.105561
29.0,29,327.16951
15.0,15,327.206524
15.0,15,327.252514
98.0,98,327.518316
13.0,13,327.546232
16.0,16,327.583298
17.0,17,327.64444
115.0,115,327.978426
32.0,32,328.06633
35.0,35,328.150826
89.0,89,328.347152
57.0,57,328.5153
17.0,17,328.564931
11.0,11,328.582825
16.0,16,328.627916
45.0,45,328.754304
18.0,18,328.787412
103.0,103,329.014208
13.0,13,329.055496
13.0,13,329.107721
32.0,32,329.199686
15.0,15,329.229667
52.0,52,329.358563
43.0,43,329.470309
107.0,107,329.768061
41.0,41,329.901922
24.0,24,329.979722
16.0,16,330.027241
15.0,15,330.079118
41.0,41,330.201447
14.0,14,330.246554
13.0,13,330.293589
16.0,16,330.354559
16.0,16,330.405771
89.0,89,330.657774
18.0,18,330.717355
42.0,42,330.85914
22.0,22,330.927838
17.0,17,330.975409
13.0,13,331.012954
123.0,123,331.366437
15.0,15,331.426648
14.0,14,331.463723
67.0,67,331.685079
10.0,10,331.701608
111.0,111,332.046379
115.0,115,332.424032
95.0,95,332.717236
24.0,24,332.799999
96.0,96,333.109776
131.0,131,333.506099
52.0,52,333.660807
12.0,12,333.705778
14.0,14,333.748723
15.0,15,333.806018
103.0,103,334.122966
34.0,34,334.224968
103.0,103,334.494964
11.0,11,334.521961
15.0,15,334.564961
119.0,119,334.915966
16.0,16,334.979966
111.0,111,335.301966
14.0,14,335.342962
12.0,12,335.382969
57.0,57,335.567969
28.0,28,335.644964
142.0,142,336.004963
14.0,14,336.036967
33.0,33,336.139959
95.0,95,336.395967
113.0,113,336.688965
22.0,22,336.736966
18.0,18,336.787966
114.0,114,337.103966
30.0,30,337.178975
21.0,21,337.252959
17.0,17,337.293966
14.0,14,337.342964
15.0,15,337.38559
14.0,14,337.426649
12.0,12,337.468241
90.0,90,337.740819
16.0,16,337.810659
59.0,59,337.985151
22.0,22,338.052334
16.0,16,338.087111
16.0,16,338.146645
109.0,109,338.426893
14.0,14,338.452899
109.0,109,338.697897
14.0,14,338.74089
14.0,14,338.762898
119.0,119,339.025898
98.0,98,339.287986
44.0,44,339.399985
14.0,14,339.429993
16.0,16,339.471982
13.0,13,339.512995
146.0,146,339.897982
18.0,18,339.941987
13.0,13,339.988985
11.0,11,340.009977
12.0,12,340.040986
13.0,13,340.077981
16.0,16,340.116983
11.0,11,340.141987
94.0,94,340.378989
105.0,105,340.677984
29.0,29,340.762986
13.0,13,340.795985
93.0,93,341.031984
19.0,19,341.073985
92.0,92,341.32198
13.0,13,341.346986
60.0,60,341.512992
13.0,13,341.547983
12.0,12,341.571985
11.0,11,341.596984
112.0,112,341.914154
158.0,158,342.345973
17.0,17,342.396964
15.0,15,342.428964
15.0,15,342.472964
13.0,13,342.517963
113.0,113,342.80496
29.0,29,342.882965
108.0,108,343.165964
13.0,13,343.207972
15.0,15,343.243972
15.0,15,343.291964
17.0,17,343.335957
28.0,28,343.393964
20.0,20,343.452964
14.0,14,343.488967
110.0,110,343.816965
16.0,16,343.874965
15.0,15,343.911964
14.0,14,343.939967
97.0,97,344.241966
124.0,124,344.64796
30.0,30,344.749959
19.0,19,344.821964
13.0,13,344.855963
96.0,96,345.131959
19.0,19,345.175964
16.0,16,345.210964
12.0,12,345.259963
132.0,132,345.623959
13.0,13,345.651958
15.0,15,345.695962
111.0,111,345.954964
97.0,97,346.166959
101.0,101,346.410967
17.0,17,346.446963
12.0,12,346.483973
18.0,18,346.526653
65.0,65,346.716891
13.0,13,346.748947
11.0,11,346.78102
16.0,16,346.844308
52.0,52,346.993863
21.0,21,347.039673
16.0,16,347.097818
11.0,11,347.128881
102.0,102,347.400262
156.0,156,347.839799
142.0,142,348.223144
149.0,149,348.596936
139.0,139,349.001275
197.0,197,349.53718
170.0,170,349.928186
94.0,94,350.142182
110.0,110,350.379182
61.0,61,350.537179
125.0,125,350.810185
117.0,117,351.12018
128.0,128,351.412185
113.0,113,351.689186
100.0,100,351.940186
170.0,170,352.321186
91.0,91,352.545186
105.0,105,352.817183
59.0,59,352.967187
120.0,120,353.241185
123.0,123,353.545185
124.0,124,353.883179
117.0,117,354.160193
81.0,81,354.351186
81.0,81,354.532187
71.0,71,354.688188
108.0,108,354.942185
134.0,134,355.244181
85.0,85,355.474186
117.0,117,355.745185
113.0,113,356.063881
209.0,209,356.611403
137.0,137,356.917274
106.0,106,357.167737
148.0,148,357.537227
113.0,113,357.863903
185.0,185,358.337735
118.0,118,358.593549
103.0,103,358.884439
119.0,119,359.161516
64.0,64,359.316515
96.0,96,359.55152
112.0,112,359.821517
108.0,108,360.060518
117.0,117,360.347519
143.0,143,360.671517
117.0,117,360.930516
132.0,132,361.250516
128.0,128,361.534517
116.0,116,361.820518
119.0,119,362.172045
222.0,222,362.744987
104.0,104,362.990988
117.0,117,363.270984
122.0,122,363.594983
108.0,108,363.841995
65.0,65,364.002982
102.0,102,364.266988
103.0,103,364.536983
53.0,53,364.659988
124.0,124,364.976989
137.0,137,365.335987
115.0,115,365.605995
156.0,156,366.079982
118.0,118,366.382989
11.0,11,366.433983
116.0,116,366.716987
116.0,116,367.025536
125.0,125,367.303529
132.0,132,367.601533
112.0,112,367.849534
120.0,120,368.159535
140.0,140,368.449533
113.0,113,368.725532
137.0,137,369.076533
132.0,132,369.374606
116.0,116,369.617586
138.0,138,369.900594
107.0,107,370.199594
147.0,147,370.551594
113.0,113,370.801589
119.0,119,371.076587
109.0,109,371.336594
108.0,108,371.600593
125.0,125,371.877604
115.0,115,372.143595
16.0,16,372.211936
111.0,111,372.524497
122.0,122,372.738676
123.0,123,372.929992
103.0,103,373.085476
112.0,112,373.221796
106.0,106,373.342001
127.0,127,373.493004
140.0,140,373.634004
123.0,123,373.796
145.0,145,373.971
150.0,150,374.133
117.0,117,374.269001
126.0,126,374.405
134.0,134,374.545999
134.0,134,374.758003
109.0,109,375.013005
123.0,123,375.280006
135.0,135,375.580999
130.0,130,375.926007
119.0,119,376.214006
129.0,129,376.510001
126.0,126,376.817006
127.0,127,377.153007
137.0,137,377.531997
131.0,131,377.865007
127.0,127,378.204014
134.0,134,378.557013
126.0,126,378.862015
126.0,126,379.172115
139.0,139,379.515106
126.0,126,379.836107
132.0,132,380.152104
139.0,139,380.486116
131.0,131,380.836115
136.0,136,381.139105
137.0,137,381.486105
131.0,131,381.791101
136.0,136,382.079139
143.0,143,382.433102
142.0,142,382.772107
123.0,123,383.077106
124.0,124,383.413927
141.0,141,383.802057
137.0,137,384.112929
134.0,134,384.460861
131.0,131,384.771543
141.0,141,385.191458
138.0,138,385.528526
142.0,142,385.914063
128.0,128,386.30736
125.0,125,386.615499
138.0,138,387.004314
125.0,125,387.301304
153.0,153,387.707735
160.0,160,388.113502
64.0,64,388.261512
146.0,146,388.619501
32.0,32,388.694501
25.0,25,388.741503
27.0,27,388.841502
24.0,24,388.910497
30.0,30,388.963499
27.0,27,389.025495
24.0,24,389.084501
27.0,27,389.155579
44.0,44,389.270773
27.0,27,389.324409
31.0,31,389.406492
24.0,24,389.470809
50.0,50,389.620664
22.0,22,389.660423
47.0,47,389.796373
23.0,23,389.863151
198.0,198,390.335549
177.0,177,390.736168
193.0,193,391.19979
33.0,33,391.266796
247.0,247,391.914381
27.0,27,391.981694
29.0,29,392.07255
44.0,44,392.188891
25.0,25,392.243311
122.0,122,392.576958
109.0,109,392.878581
28.0,28,392.961701
37.0,37,393.078112
25.0,25,393.132306
24.0,24,393.207234
40.0,40,393.293191
123.0,123,393.645651
132.0,132,393.983091
23.0,23,394.037255
27.0,27,394.115097
24.0,24,394.178211
28.0,28,394.262883
153.0,153,394.61864
113.0,113,394.895652
124.0,124,395.165646
26.0,26,395.229646
26.0,26,395.291644
48.0,48,395.389641
30.0,30,395.458646
42.0,42,395.561645
118.0,118,395.812639
41.0,41,395.909641
121.0,121,396.156648
114.0,114,396.460641
233.0,233,396.976656
204.0,204,397.523645
33.0,33,397.615647
24.0,24,397.70465
30.0,30,397.792646
239.0,239,398.536647
34.0,34,398.623682
118.0,118,398.935853
31.0,31,399.03937
28.0,28,399.134803
123.0,123,399.496394
108.0,108,399.744052
40.0,40,399.837686
12.0,12,399.864728
128.0,128,400.200546
26.0,26,400.260629
42.0,42,400.372538
30.0,30,400.439543
29.0,29,400.511682
27.0,27,400.591811
117.0,117,400.93992
25.0,25,401.007935
119.0,119,401.312434
25.0,25,401.380581
150.0,150,401.784278
25.0,25,401.840466
118.0,118,402.142465
162.0,162,402.51047
25.0,25,402.583458
30.0,30,402.654461
113.0,113,402.927466
138.0,138,403.269468
133.0,133,403.598467
118.0,118,403.905464
199.0,199,404.35747
156.0,156,404.833462
148.0,148,405.259462
144.0,144,405.625522
144.0,144,406.008445
151.0,151,406.369444
127.0,127,406.739452
156.0,156,407.144443
123.0,123,407.442448
141.0,141,407.822449
151.0,151,408.240453
119.0,119,408.520451
140.0,140,408.871448
142.0,142,409.229495
157.0,157,409.612492
128.0,128,409.912494
149.0,149,410.276502
179.0,179,410.707496
163.0,163,411.1065
138.0,138,411.425499
157.0,157,411.814492
162.0,162,412.180493
155.0,155,412.534578
149.0,149,412.867635
157.0,157,413.216642
137.0,137,413.536644
192.0,192,414.002638
202.0,202,414.469631
166.0,166,414.831638
182.0,182,415.286638
169.0,169,415.647638
177.0,177,416.084638
163.0,163,416.459634
178.0,178,416.926962
209.0,209,417.472147
231.0,231,418.03899
159.0,159,418.435451
182.0,182,418.918785
158.0,158,419.337209
168.0,168,419.782168
144.0,144,420.138949
254.0,254,420.739537
149.0,149,421.151689
26.0,26,421.207341
237.0,237,421.785009
232.0,232,422.424352
268.0,268,423.139695
228.0,228,423.763528
132.0,132,424.106789
36.0,36,424.214081
23.0,23,424.285812
189.0,189,424.746726
136.0,136,425.093772
59.0,59,425.241534
139.0,139,425.611066
272.0,272,426.307277
26.0,26,426.370117
26.0,26,426.460153
98.0,98,426.691153
46.0,46,426.805159
24.0,24,426.867151
29.0,29,426.966155
78.0,78,427.159163
45.0,45,427.262162
44.0,44,427.375154
391.0,391,428.246152
60.0,60,428.396154
23.0,23,428.457153
245.0,245,429.068154
26.0,26,429.136164
30.0,30,429.203224
139.0,139,429.572083
229.0,229,430.130286
28.0,28,430.201298
223.0,223,430.685288
28.0,28,430.754296
73.0,73,430.914287
245.0,245,431.494286
201.0,201,431.956282
222.0,222,432.477286
52.0,52,432.627285
220.0,220,433.119279
30.0,30,433.194287
36.0,36,433.265286
26.0,26,433.331289
190.0,190,433.785279
203.0,203,434.268282
166.0,166,434.695286
181.0,181,435.164287
185.0,185,435.602286
180.0,180,436.014709
188.0,188,436.545426
32.0,32,436.644912
157.0,157,437.056459
46.0,46,437.230322
30.0,30,437.33887
200.0,200,437.878865
190.0,190,438.346017
33.0,33,438.438014
48.0,48,438.578015
52.0,52,438.713012
203.0,203,439.186086
34.0,34,439.265085
183.0,183,439.694094
206.0,206,440.146121
161.0,161,440.555085
182.0,182,440.978087
161.0,161,441.348097
149.0,149,441.707078
32.0,32,441.778077
36.0,36,441.864081
171.0,171,442.32479
54.0,54,442.471608
153.0,153,442.910317
161.0,161,443.362313
190.0,190,443.902945
190.0,190,444.386939
155.0,155,444.822943
183.0,183,445.368944
189.0,189,445.888945
189.0,189,446.346952
42.0,42,446.45095
179.0,179,446.910944
171.0,171,447.294975
30.0,30,447.384955
173.0,173,447.836946
201.0,201,448.31094
164.0,164,448.720944
161.0,161,449.104944
42.0,42,449.214015
41.0,41,449.314014
160.0,160,449.696013
41.0,41,449.786013
173.0,173,450.200006
172.0,172,450.643014
178.0,178,451.046021
38.0,38,451.152007
161.0,161,451.530012
177.0,177,451.929017
184.0,184,452.433057
173.0,173,452.887092
41.0,41,452.987093
49.0,49,453.105091
175.0,175,453.525093
160.0,160,453.878096
37.0,37,453.962096
173.0,173,454.385091
46.0,46,454.491094
188.0,188,454.908096
43.0,43,455.009095
182.0,182,455.468093
164.0,164,455.844096
175.0,175,456.264088
141.0,141,456.595096
143.0,143,456.935095
139.0,139,457.262096
142.0,142,457.613097
137.0,137,457.854089
134.0,134,457.99409
142.0,142,458.131087
168.0,168,458.30309
159.0,159,458.51809
146.0,146,458.664091
152.0,152,458.806087
140.0,140,458.948087
143.0,143,459.103087
155.0,155,459.287704
142.0,142,459.4467
144.0,144,459.591698
138.0,138,459.7377
149.0,149,460.062703
144.0,144,460.388705
133.0,133,460.687705
142.0,142,461.021701
145.0,145,461.341716
134.0,134,461.614705
140.0,140,461.934916
141.0,141,462.237808
153.0,153,462.628526
147.0,147,463.01778
144.0,144,463.372679
143.0,143,463.739406
142.0,142,464.112774
150.0,150,464.447539
148.0,148,464.826495
132.0,132,465.158849
136.0,136,465.508145
144.0,144,465.890875
156.0,156,466.228886
137.0,137,466.525879
144.0,144,466.888879
145.0,145,467.256481
152.0,152,467.67886
149.0,149,468.150416
140.0,140,468.538764
142.0,142,468.912567
152.0,152,469.345241
131.0,131,469.705698
140.0,140,470.103442
151.0,151,470.538326
149.0,149,470.978684
145.0,145,471.381557
146.0,146,471.811977
156.0,156,472.214796
155.0,155,472.618467
144.0,144,473.009611
152.0,152,473.383611
145.0,145,473.730611
136.0,136,474.117612
148.0,148,474.510677
140.0,140,474.897677
152.0,152,475.286693
129.0,129,475.61068
135.0,135,475.964681
134.0,134,476.363687
135.0,135,476.755694
133.0,133,477.107675
131.0,131,477.440676
144.0,144,477.804677
155.0,155,478.219683
158.0,158,478.609682
142.0,142,478.920682
134.0,134,479.277874
143.0,143,479.669501
140.0,140,480.001553
133.0,133,480.286551
150.0,150,480.622557
139.0,139,480.98156
137.0,137,481.297555
130.0,130,481.601557
128.0,128,481.91156
140.0,140,482.258553
139.0,139,482.600549
129.0,129,482.924567
136.0,136,483.271566
145.0,145,483.637552
144.0,144,484.020556
139.0,139,484.369557
132.0,132,484.666557
128.0,128,484.995899
145.0,145,485.365352
140.0,140,485.736294
139.0,139,486.105496
151.0,151,486.44837
138.0,138,486.795832
143.0,143,487.206551
137.0,137,487.553201
155.0,155,487.957088
152.0,152,488.378395
142.0,142,488.721527
150.0,150,489.129406
153.0,153,489.508551
135.0,135,489.856957
159.0,159,490.262877
143.0,143,490.574869
144.0,144,490.864877
142.0,142,491.210877
145.0,145,491.535871
156.0,156,491.90844
138.0,138,492.241382
162.0,162,492.670052
144.0,144,493.018774
135.0,135,493.375177
150.0,150,493.71623
140.0,140,494.053801
141.0,141,494.445347
146.0,146,494.794499
148.0,148,495.188196
149.0,149,495.533195
156.0,156,495.895784
164.0,164,496.360664
136.0,136,496.703608
152.0,152,497.07121
159.0,159,497.536473
157.0,157,497.977781
145.0,145,498.385612
159.0,159,498.80973
159.0,159,499.197776
134.0,134,499.529776
139.0,139,499.860766
139.0,139,500.209769
149.0,149,500.54377
137.0,137,500.871772
152.0,152,501.23577
164.0,164,501.583781
150.0,150,501.94477
29.0,29,501.999762
169.0,169,502.406765
155.0,155,502.767776
145.0,145,503.13977
164.0,164,503.522767
158.0,158,503.905778
133.0,133,504.24077
33.0,33,504.331769
152.0,152,504.705767
156.0,156,505.049768
147.0,147,505.343762
155.0,155,505.706765
129.0,129,505.977047
141.0,141,506.337188
152.0,152,506.737946
153.0,153,507.088375
150.0,150,507.491364
158.0,158,507.903161
151.0,151,508.314157
